cod_usuario,cod_produto,data_venda,quantidade,valor_compra
399279,9,20/11/2020,4,1556.4
346986,21,26/12/2020,16,95985.6
182787,8,01/05/2019,14,3073.98
491021,6,15/08/2020,20,17998
97991,20,24/04/2021,20,2598
10929,16,22/05/2021,6,30
393707,14,04/07/2021,8,1111.92
176256,14,26/01/2021,16,2223.84
462892,7,07/01/2021,12,15605.88
184146,6,06/12/2020,14,12598.6
333644,4,20/05/2021,12,706.8
117251,6,05/07/2021,6,5399.4
300308,10,07/08/2019,8,5599.2
7273,8,06/02/2021,12,2634.84
340464,20,14/01/2021,19,2468.1
133732,19,26/11/2020,10,24999
413061,4,26/05/2021,4,235.6
46464,5,11/04/2021,19,8303
350511,2,28/06/2021,16,21532.48
488036,15,14/01/2021,15,74.85
284157,18,05/02/2020,8,63.2
198518,18,05/12/2018,13,102.7
493692,9,21/04/2020,13,5058.3
303946,10,25/06/2021,4,2799.6
359913,2,26/01/2020,15,20186.7
265758,15,14/03/2021,18,89.82
119439,18,24/04/2021,18,142.2
44048,11,27/05/2021,1,49.9
315604,1,10/05/2021,19,87227.1
414973,9,09/03/2020,14,5447.4
183513,17,12/05/2021,5,2920.5
114676,10,19/12/2020,15,10498.5
300680,10,30/06/2021,10,6999
300563,5,25/03/2021,10,4370
464226,11,27/04/2019,2,99.8
305625,3,18/07/2021,8,16396
423234,11,11/07/2020,18,898.2
335353,18,14/06/2021,7,55.3
166529,1,18/06/2021,9,41318.1
190031,12,25/03/2021,19,1472.5
428819,13,31/12/2018,9,89.1
474644,15,03/12/2020,13,64.87
53409,13,18/07/2021,2,19.8
322800,20,04/01/2021,2,259.8
451174,16,21/07/2021,2,10
390399,1,03/04/2021,13,59681.7
77094,4,08/06/2020,4,235.6
440013,1,14/03/2021,11,50499.9
489906,9,13/03/2021,16,6225.6
51690,21,20/01/2021,5,29995.5
390498,19,15/06/2021,7,17499.3
444284,2,08/01/2021,12,16149.36
289408,9,08/06/2021,18,7003.8
343200,19,06/09/2020,16,39998.4
478119,17,27/10/2020,1,584.1
246529,15,11/07/2021,18,89.82
170515,20,29/06/2020,19,2468.1
124099,12,23/12/2020,9,697.5
227339,14,29/04/2020,1,138.99
102580,6,08/05/2021,11,9898.9
60262,19,28/06/2021,7,17499.3
95686,14,05/04/2021,19,2640.81
106280,14,20/06/2019,5,694.95
342810,12,23/05/2019,16,1240
72613,1,27/12/2020,2,9181.8
2573,21,24/03/2020,2,11998.2
483321,15,15/05/2020,15,74.85
171057,2,28/04/2021,18,24224.04
350886,4,29/07/2021,13,765.7
84080,3,20/07/2020,14,28693
305733,18,08/05/2021,5,39.5
384103,11,03/02/2020,3,149.7
341186,8,21/01/2021,1,219.57
123251,16,11/04/2021,17,85
125744,8,15/04/2020,15,3293.55
132598,19,07/06/2021,6,14999.4
318393,9,19/12/2020,16,6225.6
61951,17,03/06/2021,11,6425.1
187907,10,12/07/2021,6,4199.4
472725,1,23/03/2021,19,87227.1
374733,12,28/07/2019,10,775
483248,5,25/07/2021,20,8740
182571,14,07/04/2021,16,2223.84
90996,4,23/04/2021,20,1178
49399,3,19/01/2021,3,6148.5
357209,12,27/06/2021,20,1550
478506,5,28/07/2020,12,5244
218148,3,07/01/2021,6,12297
469250,14,06/07/2021,5,694.95
373332,12,13/06/2021,15,1162.5
80130,9,24/01/2021,13,5058.3
213784,19,24/03/2020,9,22499.1
236053,11,28/01/2021,1,49.9
306582,21,24/11/2018,16,95985.6
285248,3,11/05/2021,3,6148.5
266102,15,17/12/2019,10,49.9
369736,2,14/11/2020,8,10766.24
86721,16,12/03/2020,12,60
108532,5,17/03/2021,5,2185
377436,14,01/11/2020,3,416.97
383037,8,28/05/2018,15,3293.55
460129,3,05/02/2020,13,26643.5
1264,14,11/07/2021,5,694.95
52079,20,20/05/2021,7,909.3
428876,2,23/04/2021,18,24224.04
313277,13,13/04/2019,4,39.6
203563,20,01/07/2020,18,2338.2
363400,10,01/04/2021,5,3499.5
207072,18,21/08/2018,7,55.3
358714,8,03/06/2021,2,439.14
402130,3,14/01/2021,10,20495
8564,17,22/02/2019,12,7009.2
182097,14,12/01/2021,18,2501.82
476729,4,05/03/2021,13,765.7
491037,2,15/07/2021,2,2691.56
188613,3,26/07/2021,3,6148.5
274375,13,17/07/2021,5,49.5
78800,14,22/06/2021,6,833.94
422317,17,17/03/2021,11,6425.1
260256,10,18/05/2021,11,7698.9
359795,19,30/06/2021,14,34998.6
330075,14,30/04/2021,7,972.93
33440,14,12/10/2020,1,138.99
37258,8,27/04/2021,7,1536.99
278669,1,20/07/2021,4,18363.6
213904,5,22/04/2021,8,3496
85004,4,28/05/2021,19,1119.1
414977,21,31/03/2021,5,29995.5
240501,11,19/08/2020,5,249.5
386515,18,15/04/2020,20,158
488446,5,05/10/2020,13,5681
216918,10,22/04/2021,7,4899.3
452607,7,21/07/2019,16,20807.84
393675,19,09/10/2020,18,44998.2
43371,7,18/10/2020,1,1300.49
61950,19,21/07/2019,3,7499.7
126066,4,18/07/2021,1,58.9
70956,5,06/07/2020,3,1311
38759,3,27/07/2020,6,12297
117577,6,07/03/2021,13,11698.7
409210,14,06/03/2021,13,1806.87
414231,11,31/10/2020,13,648.7
282808,9,29/06/2021,11,4280.1
187278,3,31/07/2021,17,34841.5
10865,21,14/07/2021,11,65990.1
466902,17,18/11/2019,9,5256.9
431751,14,22/05/2021,9,1250.91
352504,7,04/04/2020,8,10403.92
469801,19,16/01/2021,12,29998.8
480203,1,24/04/2021,1,4590.9
274877,2,01/02/2020,20,26915.6
479593,17,01/07/2021,10,5841
444359,13,23/03/2021,3,29.7
410594,20,08/04/2020,9,1169.1
70871,1,05/08/2020,15,68863.5
79120,3,09/03/2021,4,8198
418456,16,13/08/2019,7,35
97619,5,22/07/2021,1,437
89747,2,21/03/2021,7,9420.46
314173,1,18/06/2021,7,32136.3
305780,1,04/07/2021,12,55090.8
92670,8,06/12/2019,5,1097.85
303385,1,23/07/2021,1,4590.9
65641,6,28/10/2020,9,8099.1
44600,16,09/06/2021,5,25
28993,6,18/08/2020,4,3599.6
17009,12,17/07/2021,10,775
37269,5,12/04/2020,10,4370
468918,15,05/08/2020,5,24.95
262809,12,23/12/2020,19,1472.5
261890,4,18/06/2021,6,353.4
333871,18,11/05/2021,2,15.8
380181,19,08/03/2021,5,12499.5
479267,5,03/01/2019,5,2185
176127,6,30/07/2021,6,5399.4
12521,21,01/04/2019,11,65990.1
129945,14,08/02/2021,5,694.95
449824,12,30/12/2018,2,155
7733,13,21/02/2021,14,138.6
308349,19,03/08/2020,2,4999.8
47388,12,07/11/2020,7,542.5
354841,8,09/01/2021,13,2854.41
270145,21,28/05/2021,10,59991
77342,1,09/03/2021,5,22954.5
371637,2,24/07/2020,15,20186.7
277550,7,09/07/2021,18,23408.82
124035,8,26/10/2020,3,658.71
177844,5,03/11/2019,17,7429
266060,17,28/03/2021,10,5841
10202,1,30/07/2021,8,36727.2
14721,11,23/03/2021,5,249.5
126479,6,21/02/2019,18,16198.2
279310,21,25/01/2021,19,113982.9
38521,1,28/08/2018,7,32136.3
209469,6,20/08/2020,10,8999
217828,2,16/01/2021,8,10766.24
91204,12,05/04/2020,12,930
402020,10,20/03/2021,11,7698.9
295122,2,23/07/2021,12,16149.36
238294,9,22/10/2020,11,4280.1
191229,7,17/05/2021,17,22108.33
303949,5,18/06/2020,2,874
254411,5,14/03/2019,13,5681
328305,20,21/07/2021,5,649.5
4856,6,06/06/2021,13,11698.7
32495,17,27/07/2020,13,7593.3
145082,17,18/07/2021,15,8761.5
184108,6,26/05/2021,17,15298.3
79587,16,31/08/2020,16,80
224581,15,08/07/2021,2,9.98
81149,8,31/07/2021,8,1756.56
388843,10,11/12/2020,4,2799.6
313546,16,14/07/2021,5,25
481809,11,29/01/2020,3,149.7
398730,5,17/02/2020,3,1311
90428,18,27/06/2021,6,47.4
105017,2,15/01/2021,15,20186.7
15624,4,22/04/2021,9,530.1
167555,2,11/08/2020,20,26915.6
3064,14,02/07/2021,20,2779.8
201185,19,05/01/2021,20,49998
355895,3,05/07/2020,20,40990
169359,11,01/07/2021,8,399.2
266088,14,05/10/2019,13,1806.87
142642,19,26/06/2021,12,29998.8
424936,8,01/08/2020,9,1976.13
435683,3,18/06/2021,11,22544.5
299729,14,30/03/2021,10,1389.9
448193,21,21/04/2019,11,65990.1
46609,10,24/06/2021,20,13998
298745,5,24/06/2021,11,4807
172525,3,25/06/2021,19,38940.5
439808,13,21/06/2021,16,158.4
296944,1,30/05/2020,7,32136.3
69573,20,16/06/2021,16,2078.4
180619,7,31/12/2020,11,14305.39
180294,18,05/06/2020,13,102.7
274050,21,06/06/2019,12,71989.2
349139,10,12/10/2020,8,5599.2
251318,17,26/05/2021,6,3504.6
378681,7,25/07/2021,1,1300.49
372563,15,22/07/2021,16,79.84
167709,3,05/06/2021,19,38940.5
477153,2,06/06/2021,19,25569.82
208395,18,23/01/2021,4,31.6
381969,11,01/01/2021,8,399.2
384300,2,16/08/2020,15,20186.7
471286,6,09/06/2021,15,13498.5
148880,15,03/05/2020,7,34.93
96613,16,14/01/2020,16,80
305812,3,07/07/2018,20,40990
242367,21,31/08/2020,11,65990.1
83048,21,14/07/2021,2,11998.2
292813,9,08/06/2021,2,778.2
251181,9,11/09/2019,2,778.2
469920,21,05/05/2021,3,17997.3
157875,11,11/03/2021,19,948.1
114900,14,26/07/2021,18,2501.82
298851,17,21/07/2021,11,6425.1
35982,12,15/11/2019,16,1240
213292,13,14/07/2021,18,178.2
434781,2,19/01/2020,16,21532.48
15948,1,28/01/2020,2,9181.8
274045,1,29/12/2019,12,55090.8
129948,7,30/09/2018,2,2600.98
152619,6,28/06/2021,6,5399.4
169533,16,21/07/2021,4,20
396074,12,21/02/2020,5,387.5
378564,7,16/01/2021,20,26009.8
244254,19,20/02/2020,15,37498.5
433513,2,09/02/2021,20,26915.6
297045,15,16/11/2020,5,24.95
432136,6,24/06/2021,2,1799.8
289262,4,31/07/2021,14,824.6
452175,17,29/10/2018,11,6425.1
35966,6,03/08/2020,14,12598.6
167577,4,28/12/2019,5,294.5
470759,13,14/02/2020,7,69.3
169799,3,04/08/2020,20,40990
398097,7,24/03/2021,16,20807.84
306924,17,17/06/2021,15,8761.5
409617,11,21/02/2021,7,349.3
431901,13,03/06/2020,13,128.7
148406,18,18/07/2019,12,94.8
461660,12,16/06/2021,14,1085
143135,20,11/04/2020,13,1688.7
195244,4,21/05/2021,15,883.5
28475,10,26/12/2020,14,9798.6
5933,3,13/02/2020,17,34841.5
479706,13,29/12/2020,1,9.9
472221,21,06/06/2021,1,5999.1
52456,1,26/07/2019,13,59681.7
361810,7,17/11/2019,1,1300.49
148021,8,31/07/2021,11,2415.27
62230,14,22/07/2021,4,555.96
11670,18,31/03/2021,5,39.5
98021,5,18/11/2020,19,8303
157626,14,25/01/2021,15,2084.85
339813,4,04/04/2021,10,589
391306,17,26/07/2020,12,7009.2
64312,11,12/03/2021,12,598.8
425336,21,16/07/2021,3,17997.3
154807,14,15/03/2020,15,2084.85
314097,8,18/06/2021,15,3293.55
128380,8,16/07/2021,1,219.57
194667,2,01/01/2021,6,8074.68
17318,19,23/04/2019,11,27498.9
228553,11,18/06/2021,5,249.5
41949,5,03/02/2021,15,6555
146723,16,04/10/2019,15,75
77377,12,12/01/2020,16,1240
450985,8,13/08/2020,8,1756.56
160276,19,19/05/2020,7,17499.3
34195,10,07/06/2020,3,2099.7
127725,1,21/12/2020,16,73454.4
104435,15,11/04/2020,7,34.93
145693,5,24/07/2021,4,1748
295634,15,08/01/2020,13,64.87
55835,3,11/12/2018,15,30742.5
426153,17,03/06/2021,12,7009.2
50923,20,24/03/2021,8,1039.2
141895,6,19/07/2021,19,17098.1
44102,18,26/04/2021,1,7.9
244646,10,17/07/2021,17,11898.3
257540,21,18/04/2021,19,113982.9
83437,3,19/12/2020,3,6148.5
394441,21,18/05/2020,10,59991
78077,5,28/07/2021,9,3933
45082,5,09/04/2021,7,3059
291951,11,16/09/2019,16,798.4
463177,19,11/09/2020,14,34998.6
159452,10,17/07/2021,16,11198.4
426417,20,23/05/2021,7,909.3
137024,14,20/09/2020,14,1945.86
45302,18,07/03/2021,8,63.2
56676,11,29/07/2021,10,499
398265,13,25/07/2021,7,69.3
479118,19,25/02/2019,20,49998
15877,18,15/01/2021,6,47.4
397881,1,18/05/2020,7,32136.3
319810,19,09/07/2021,10,24999
291565,21,15/06/2020,13,77988.3
54306,11,24/04/2021,2,99.8
185789,14,18/05/2020,14,1945.86
13007,2,28/11/2020,2,2691.56
129984,2,23/02/2021,7,9420.46
490455,1,11/03/2020,11,50499.9
235516,8,04/05/2020,9,1976.13
64628,7,19/04/2020,4,5201.96
362829,16,19/03/2021,1,5
261103,16,10/04/2021,11,55
275634,7,11/03/2020,17,22108.33
254138,16,04/04/2021,15,75
286965,16,11/08/2019,3,15
345400,2,06/06/2021,19,25569.82
420499,13,08/07/2021,6,59.4
438664,6,08/10/2020,6,5399.4
375585,17,05/07/2021,5,2920.5
184264,11,06/05/2021,14,698.6
116124,14,16/04/2021,11,1528.89
298594,10,20/02/2021,20,13998
437695,17,20/08/2020,8,4672.8
75328,17,17/07/2021,13,7593.3
464767,13,01/07/2021,4,39.6
280783,18,21/07/2021,18,142.2
464581,10,24/01/2021,7,4899.3
266008,17,25/03/2019,11,6425.1
238491,6,12/03/2020,19,17098.1
362354,9,09/07/2019,15,5836.5
357524,5,28/10/2020,4,1748
279594,18,06/10/2020,18,142.2
350694,14,24/05/2021,6,833.94
282009,5,18/06/2021,18,7866
92640,20,08/10/2020,7,909.3
298994,13,08/07/2020,17,168.3
295015,15,14/08/2020,9,44.91
87515,18,15/06/2019,2,15.8
226973,17,20/06/2020,16,9345.6
351441,14,10/02/2020,7,972.93
223179,1,19/06/2021,8,36727.2
460740,5,28/12/2018,18,7866
136850,15,25/09/2020,11,54.89
265020,15,26/01/2020,19,94.81
252748,2,04/06/2021,5,6728.9
458820,11,29/06/2021,9,449.1
422260,8,26/06/2021,13,2854.41
268838,9,14/09/2020,5,1945.5
100954,15,25/10/2020,13,64.87
2584,5,07/03/2020,7,3059
370435,9,23/12/2018,16,6225.6
200343,9,26/07/2021,20,7782
78909,11,08/03/2021,11,548.9
429544,10,13/07/2021,13,9098.7
388339,13,17/09/2019,9,89.1
383214,4,18/12/2020,2,117.8
400898,21,05/07/2021,19,113982.9
422903,1,27/07/2020,16,73454.4
77433,6,29/04/2021,19,17098.1
495959,5,12/04/2021,10,4370
423698,3,08/12/2019,14,28693
279583,11,05/01/2021,17,848.3
39062,13,12/01/2020,4,39.6
467023,10,11/06/2018,18,12598.2
439819,14,04/04/2020,2,277.98
28250,11,04/06/2021,6,299.4
93727,20,04/07/2021,5,649.5
267298,17,12/10/2020,20,11682
350517,15,26/12/2020,5,24.95
264820,14,26/06/2021,19,2640.81
140738,11,01/02/2020,16,798.4
337681,17,01/09/2019,5,2920.5
115761,8,22/02/2021,7,1536.99
306851,18,17/02/2021,5,39.5
321288,3,06/08/2020,9,18445.5
205233,4,16/09/2020,9,530.1
339208,16,10/09/2020,13,65
323362,5,23/10/2020,16,6992
143638,9,18/03/2021,2,778.2
278210,18,28/12/2020,13,102.7
195643,16,10/08/2020,17,85
59759,14,13/08/2020,12,1667.88
398464,19,03/10/2020,11,27498.9
448201,7,19/03/2021,20,26009.8
345345,5,31/07/2021,7,3059
117248,16,18/05/2020,2,10
8896,17,16/03/2019,2,1168.2
356162,2,24/07/2020,4,5383.12
399174,16,10/09/2020,5,25
280756,8,25/06/2021,20,4391.4
92670,13,17/07/2021,1,9.9
354782,10,01/02/2021,2,1399.8
92975,16,10/12/2019,19,95
85396,18,02/07/2021,14,110.6
403114,18,22/09/2019,14,110.6
339075,2,11/10/2020,12,16149.36
171156,7,20/01/2021,6,7802.94
131304,2,05/06/2021,2,2691.56
445587,20,04/05/2021,7,909.3
316754,4,06/08/2020,20,1178
386616,1,19/08/2020,15,68863.5
230592,18,24/10/2020,6,47.4
474814,11,15/07/2020,10,499
342462,3,18/07/2020,1,2049.5
276937,15,02/11/2020,9,44.91
411348,6,12/12/2020,19,17098.1
46525,3,06/07/2021,11,22544.5
440356,2,24/02/2020,11,14803.58
85488,20,31/07/2021,7,909.3
257219,20,12/02/2021,9,1169.1
321562,7,15/06/2021,3,3901.47
157950,14,25/07/2019,13,1806.87
129268,1,03/02/2019,16,73454.4
18073,19,15/04/2020,2,4999.8
231298,16,18/10/2020,12,60
248478,10,13/06/2021,18,12598.2
400298,12,11/03/2021,18,1395
401589,5,29/11/2019,10,4370
374385,12,20/06/2021,3,232.5
405605,17,22/03/2021,9,5256.9
435353,13,18/05/2021,2,19.8
269046,13,25/06/2020,3,29.7
209202,10,24/06/2021,11,7698.9
243980,20,24/02/2020,11,1428.9
161028,20,12/12/2019,10,1299
245782,21,12/01/2019,19,113982.9
66668,11,09/07/2021,10,499
235835,9,17/04/2021,9,3501.9
6487,7,08/03/2021,10,13004.9
91964,19,21/04/2021,9,22499.1
261111,6,12/04/2021,7,6299.3
202553,4,14/05/2021,10,589
20592,21,15/07/2021,19,113982.9
65946,12,07/11/2019,13,1007.5
146953,16,19/02/2021,7,35
6729,16,19/07/2021,10,50
285146,20,11/11/2020,13,1688.7
356818,7,01/08/2019,12,15605.88
12522,20,16/02/2020,1,129.9
176777,14,29/12/2020,1,138.99
44121,15,12/09/2020,10,49.9
268975,14,26/04/2021,8,1111.92
362939,9,30/11/2020,7,2723.7
344500,20,26/06/2020,19,2468.1
189014,12,07/07/2021,1,77.5
155137,14,27/06/2021,2,277.98
104312,6,02/02/2021,17,15298.3
97936,13,27/04/2021,19,188.1
341361,2,18/11/2020,10,13457.8
497304,8,16/06/2021,13,2854.41
187726,10,08/11/2019,9,6299.1
127981,13,18/12/2020,2,19.8
387660,4,12/02/2020,20,1178
44001,12,24/09/2019,2,155
175114,5,20/03/2020,15,6555
281467,21,13/06/2021,11,65990.1
345150,4,11/03/2021,14,824.6
55851,6,16/08/2020,18,16198.2
352037,5,08/07/2021,6,2622
233483,3,13/05/2020,16,32792
11723,18,04/07/2020,19,150.1
264694,14,30/01/2019,15,2084.85
384674,8,28/06/2019,3,658.71
469864,9,13/02/2021,3,1167.3
147931,14,03/07/2021,17,2362.83
263043,2,14/07/2019,7,9420.46
445184,5,09/01/2021,13,5681
245711,20,25/11/2018,2,259.8
222858,1,29/04/2020,2,9181.8
120545,11,13/03/2021,3,149.7
106730,21,11/07/2021,9,53991.9
183353,18,28/08/2020,13,102.7
7185,19,13/02/2021,14,34998.6
380363,19,09/03/2021,18,44998.2
405915,7,17/06/2020,13,16906.37
252643,17,20/10/2019,18,10513.8
195788,11,13/05/2020,8,399.2
482638,13,18/06/2021,6,59.4
459295,12,20/11/2020,15,1162.5
115927,2,27/04/2021,10,13457.8
120386,13,16/04/2019,15,148.5
185477,19,25/02/2020,1,2499.9
5868,15,18/08/2019,19,94.81
353138,13,20/03/2020,8,79.2
165576,20,03/10/2020,9,1169.1
169156,11,17/11/2019,16,798.4
70198,16,27/07/2020,15,75
205542,18,07/02/2021,1,7.9
126963,11,14/05/2021,7,349.3
472591,5,09/08/2019,15,6555
163162,3,12/07/2020,13,26643.5
206253,11,19/06/2019,9,449.1
213592,7,18/12/2020,6,7802.94
352001,6,07/06/2021,5,4499.5
460361,1,07/04/2021,14,64272.6
313247,16,28/04/2021,8,40
48997,21,20/07/2021,1,5999.1
26629,21,19/01/2021,6,35994.6
425478,20,26/10/2020,2,259.8
306572,19,27/04/2021,16,39998.4
393100,17,11/07/2020,6,3504.6
58892,8,12/12/2020,8,1756.56
293152,5,15/11/2020,15,6555
170613,6,22/04/2021,14,12598.6
275898,10,28/05/2021,20,13998
307349,11,17/07/2021,10,499
323607,17,14/09/2019,18,10513.8
208727,2,22/07/2021,13,17495.14
400633,13,13/04/2021,8,79.2
29084,10,29/07/2021,1,699.9
86467,1,04/01/2021,10,45909
61417,14,10/07/2021,17,2362.83
126517,16,09/04/2021,18,90
435610,18,08/08/2020,14,110.6
200085,1,21/01/2020,1,4590.9
258704,11,05/07/2018,18,898.2
21345,17,09/04/2021,9,5256.9
357714,9,11/05/2020,2,778.2
182590,13,08/05/2021,10,99
458733,6,29/12/2020,7,6299.3
497404,16,03/07/2021,3,15
248400,9,19/03/2021,11,4280.1
203782,5,01/05/2020,19,8303
115633,8,20/05/2021,1,219.57
409504,6,20/11/2020,14,12598.6
392832,10,23/09/2020,20,13998
181402,4,14/05/2021,19,1119.1
332812,15,27/06/2021,2,9.98
496243,8,04/01/2020,12,2634.84
264416,9,22/07/2021,2,778.2
138060,1,24/07/2021,11,50499.9
84290,14,21/08/2020,8,1111.92
440548,8,02/03/2021,12,2634.84
388448,3,28/12/2018,14,28693
159585,13,01/07/2020,14,138.6
452707,14,01/10/2020,7,972.93
227401,1,12/07/2021,14,64272.6
86531,13,30/07/2021,3,29.7
337123,19,19/08/2018,9,22499.1
475375,5,18/12/2020,4,1748
205891,7,18/09/2020,3,3901.47
227810,11,13/01/2021,18,898.2
409219,6,05/01/2020,6,5399.4
468214,19,25/10/2020,19,47498.1
353178,18,27/08/2020,3,23.7
448866,2,10/05/2019,4,5383.12
486945,21,25/06/2021,4,23996.4
397285,4,02/04/2021,8,471.2
430729,8,08/07/2021,18,3952.26
460711,11,16/02/2021,7,349.3
120074,19,13/04/2021,4,9999.6
448644,21,07/11/2019,7,41993.7
417302,19,05/11/2019,10,24999
383964,18,20/02/2021,1,7.9
207989,20,11/12/2020,15,1948.5
157836,10,17/06/2021,14,9798.6
239187,13,12/12/2020,7,69.3
26985,9,14/02/2021,17,6614.7
115980,17,13/12/2019,12,7009.2
248088,7,06/07/2021,11,14305.39
282959,9,25/01/2021,8,3112.8
53284,6,14/12/2020,20,17998
483851,7,28/04/2021,17,22108.33
140874,19,06/12/2020,5,12499.5
194527,17,18/09/2019,20,11682
389331,16,22/10/2020,1,5
50798,1,24/06/2021,12,55090.8
312999,14,11/06/2021,13,1806.87
330795,16,28/11/2020,17,85
423075,17,06/07/2021,11,6425.1
454694,1,27/06/2020,14,64272.6
23327,3,06/02/2020,17,34841.5
422009,16,24/01/2020,19,95
116798,6,26/02/2021,9,8099.1
151563,5,19/03/2020,2,874
110875,20,28/11/2020,20,2598
381280,20,04/02/2020,14,1818.6
175324,17,22/10/2019,10,5841
337539,13,15/07/2019,7,69.3
218660,10,10/02/2021,16,11198.4
45554,16,06/08/2020,17,85
314661,19,15/07/2020,19,47498.1
75785,19,10/10/2019,6,14999.4
270700,11,19/07/2021,10,499
175685,18,24/11/2020,20,158
40807,14,07/04/2020,20,2779.8
442905,9,05/02/2021,6,2334.6
413576,10,13/02/2021,2,1399.8
420775,12,16/01/2021,13,1007.5
195582,11,01/05/2021,8,399.2
219787,1,24/04/2021,4,18363.6
378052,9,08/06/2019,13,5058.3
437949,19,09/04/2020,19,47498.1
352803,14,08/04/2020,11,1528.89
210836,1,06/11/2019,10,45909
335326,6,24/01/2021,5,4499.5
356925,18,01/12/2020,1,7.9
64348,4,10/05/2021,1,58.9
97330,10,18/01/2020,12,8398.8
37129,18,24/06/2021,19,150.1
310872,8,18/03/2021,4,878.28
207482,15,13/06/2019,2,9.98
320883,18,11/07/2020,20,158
61997,2,06/05/2021,15,20186.7
52431,15,02/07/2021,2,9.98
224432,3,24/06/2021,15,30742.5
113372,9,07/06/2021,4,1556.4
434153,7,02/08/2020,20,26009.8
360062,18,05/07/2021,9,71.1
448082,1,30/07/2021,9,41318.1
47066,21,02/04/2021,14,83987.4
227222,6,30/03/2020,14,12598.6
300315,4,27/08/2020,7,412.3
334040,6,04/12/2019,4,3599.6
119632,1,15/11/2020,16,73454.4
491139,17,31/08/2020,16,9345.6
379591,2,13/10/2020,3,4037.34
287676,11,14/08/2019,20,998
276666,15,25/05/2021,5,24.95
261915,7,20/08/2020,13,16906.37
171487,9,23/08/2020,14,5447.4
203082,17,07/06/2021,20,11682
484414,18,18/09/2019,20,158
83430,6,23/07/2021,16,14398.4
65829,2,22/12/2019,10,13457.8
397144,3,11/05/2021,6,12297
258377,8,19/02/2021,9,1976.13
188362,6,13/03/2021,1,899.9
381557,8,03/08/2020,19,4171.83
438123,9,06/07/2021,3,1167.3
324467,13,10/06/2019,6,59.4
432260,8,13/01/2021,15,3293.55
61464,18,30/08/2020,4,31.6
111009,20,20/05/2018,8,1039.2
206134,9,31/05/2021,2,778.2
308830,7,23/01/2020,1,1300.49
441436,14,25/05/2020,15,2084.85
109196,21,06/07/2020,15,89986.5
143793,3,27/01/2019,8,16396
373197,1,04/02/2021,10,45909
296225,7,06/04/2021,7,9103.43
337770,12,26/04/2021,15,1162.5
418678,1,04/07/2021,7,32136.3
77609,17,04/03/2020,15,8761.5
192419,14,02/12/2018,17,2362.83
29590,18,23/01/2021,11,86.9
44468,14,31/05/2021,9,1250.91
359969,13,01/07/2021,10,99
263337,6,08/05/2021,6,5399.4
486879,2,16/12/2020,15,20186.7
348161,21,18/07/2021,19,113982.9
425247,14,21/11/2020,9,1250.91
470304,12,22/08/2019,19,1472.5
19539,1,12/11/2020,1,4590.9
77327,9,16/12/2020,5,1945.5
111710,7,27/03/2021,2,2600.98
334079,18,24/12/2019,3,23.7
1247,18,18/04/2021,1,7.9
282515,5,01/02/2021,9,3933
123806,15,24/05/2021,17,84.83
53194,7,26/05/2020,13,16906.37
158641,11,22/04/2021,18,898.2
190322,11,13/10/2020,16,798.4
49414,4,18/06/2021,10,589
194607,12,14/06/2021,12,930
191278,6,04/08/2018,18,16198.2
369590,12,17/10/2020,18,1395
112308,14,11/10/2020,3,416.97
127930,10,24/07/2020,4,2799.6
101223,4,20/07/2021,1,58.9
380827,9,14/07/2021,17,6614.7
444243,16,31/07/2021,16,80
53251,21,27/07/2021,5,29995.5
61740,11,04/01/2020,9,449.1
450666,5,30/03/2021,4,1748
487722,12,20/07/2020,18,1395
415541,4,14/10/2019,19,1119.1
343138,2,15/07/2020,20,26915.6
164458,16,18/07/2021,10,50
415363,20,14/03/2021,20,2598
53648,17,14/02/2021,1,584.1
322992,16,27/01/2021,8,40
100387,5,09/06/2021,16,6992
106100,13,10/03/2021,11,108.9
307833,6,29/10/2020,2,1799.8
345731,18,08/02/2021,7,55.3
186239,12,10/07/2021,8,620
223059,3,03/06/2020,10,20495
298596,15,15/08/2020,16,79.84
53155,20,25/06/2020,12,1558.8
45032,14,29/07/2021,13,1806.87
476780,7,04/11/2020,9,11704.41
390421,18,15/02/2021,5,39.5
430950,4,28/11/2019,3,176.7
250461,19,03/04/2021,14,34998.6
29041,11,20/02/2021,11,548.9
213111,4,07/05/2021,2,117.8
266223,11,27/07/2018,9,449.1
393713,8,26/05/2021,14,3073.98
338337,2,15/06/2021,7,9420.46
498136,11,07/10/2020,16,798.4
318481,11,18/03/2021,8,399.2
461495,6,28/08/2019,13,11698.7
231984,5,12/07/2021,7,3059
209505,9,02/07/2021,7,2723.7
330115,12,30/08/2020,5,387.5
113226,20,07/03/2020,12,1558.8
422951,18,16/08/2020,4,31.6
462575,18,11/06/2020,11,86.9
284691,17,25/03/2020,13,7593.3
61726,7,12/06/2020,4,5201.96
299337,9,23/07/2021,2,778.2
366460,18,04/09/2019,9,71.1
297555,18,01/03/2020,8,63.2
288958,15,27/05/2021,15,74.85
110678,2,10/11/2018,20,26915.6
290190,14,28/11/2019,5,694.95
276819,6,10/11/2019,11,9898.9
68799,11,24/06/2021,10,499
26782,21,10/09/2020,8,47992.8
462448,13,25/08/2020,14,138.6
436387,17,01/01/2021,16,9345.6
4583,1,11/03/2021,14,64272.6
107271,13,18/07/2021,19,188.1
31972,16,07/07/2021,2,10
143533,4,26/12/2020,17,1001.3
274829,2,03/12/2019,20,26915.6
